"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"1649","FDV02",16.75,"Low Fat",0.060792265,"Dairy",170.4106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",513.3318
"1650","FDE11",17.7,"Regular",0,"Starchy Foods",184.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4257.1252
"1651","NCU54",8.88,"Low Fat",0.098775709,"Household",208.927,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7130.718
"1653","FDD51",11.15,"Low Fat",0.119852889,"Dairy",44.9744,"OUT013",1987,"High","Tier 3","Supermarket Type1",498.0184
"1655","NCS06",7.935,"Low Fat",0.031710329,"Household",263.091,"OUT013",1987,"High","Tier 3","Supermarket Type1",5522.811
"1657","FDQ55",13.65,"Regular",0.013035609,"Fruits and Vegetables",114.7834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3455.502
"1658","FDL52",6.635,"Regular",0.046277956,"Frozen Foods",36.7506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",75.9012
"1661","NCO30",19.5,"Low Fat",0.01572192,"Household",185.6608,"OUT035",2004,"Small","Tier 2","Supermarket Type1",918.804
"1662","FDA33",6.48,"Low Fat",0.033952603,"Snack Foods",148.2076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3399.5748
"1663","FDB12",11.15,"Regular",0.105220024,"Baking Goods",102.7648,"OUT013",1987,"High","Tier 3","Supermarket Type1",1142.5128
"1664","FDT40",5.985,"Low Fat",0.095715608,"Frozen Foods",125.8678,"OUT013",1987,"High","Tier 3","Supermarket Type1",3560.6984
"1666","FDR32",6.78,"Regular",0,"Fruits and Vegetables",227.5694,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3653.9104
"1667","FDM04",9.195,"Regular",0.04731256,"Frozen Foods",50.7666,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",512.666
"1668","DRL01",19.5,"Regular",0.077108099,"Soft Drinks",232.8958,"OUT013",1987,"High","Tier 3","Supermarket Type1",5608.6992
"1669","FDQ56",6.59,"Low Fat",0.106027474,"Fruits and Vegetables",83.9908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1426.1436
"1670","FDH08",7.51,"Low Fat",0.01742908,"Fruits and Vegetables",229.601,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6201.927
"1674","FDY51",12.5,"Low Fat",0.081119484,"Meat",220.0798,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1322.2788
"1675","NCN41",17,"Low Fat",0.052421981,"Health and Hygiene",123.773,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1231.73
"1678","FDZ08",12.5,"Regular",0.109971578,"Fruits and Vegetables",82.7592,"OUT035",2004,"Small","Tier 2","Supermarket Type1",577.9144
"1679","FDU03",18.7,"Regular",0.091950972,"Meat",184.2292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1277.0044
"1680","FDZ49",11,"Regular",0.133145617,"Canned",218.4798,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2203.798
"1683","FDB15",10.895,"Low Fat",0.136696892,"Dairy",264.5568,"OUT013",1987,"High","Tier 3","Supermarket Type1",5536.7928
"1684","FDY49",17.2,"Regular",0.012002075,"Canned",165.3184,"OUT013",1987,"High","Tier 3","Supermarket Type1",990.7104
"1688","FDH40",11.6,"Regular",0.079251097,"Frozen Foods",79.2276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",649.8208
"1691","NCE06",5.825,"Low Fat",0.091467933,"Household",159.7894,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1294.3152
"1692","FDF32",16.35,"Low Fat",0,"Fruits and Vegetables",196.3426,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1384.1982
"1693","DRI47",14.7,"Low Fat",0.020916223,"Hard Drinks",141.8128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1869.5664
"1694","DRA12",11.6,"Low Fat",0,"Soft Drinks",141.9154,"OUT035",2004,"Small","Tier 2","Supermarket Type1",992.7078
"1695","FDX45",16.75,"Low Fat",0.104768536,"Snack Foods",155.163,"OUT013",1987,"High","Tier 3","Supermarket Type1",2972.797
"1696","FDR35",12.5,"Low Fat",0.020680499,"Breads",197.2742,"OUT013",1987,"High","Tier 3","Supermarket Type1",2587.9646
"1698","NCJ18",12.35,"Low Fat",0.163805509,"Household",117.6124,"OUT013",1987,"High","Tier 3","Supermarket Type1",3910.9092
"1703","FDZ59",6.63,"Regular",0.103935018,"Baking Goods",166.85,"OUT013",1987,"High","Tier 3","Supermarket Type1",5326.4
"1704","FDU58",6.61,"Regular",0.029129907,"Snack Foods",188.4898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4677.245
"1705","FDL09",19.6,"Regular",0.128011859,"Snack Foods",166.8816,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1845.5976
"1713","FDQ09",7.235,"Low Fat",0.058222587,"Snack Foods",114.8834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3340.3186
"1715","FDA20",6.78,"Low Fat",0.066724663,"Fruits and Vegetables",187.724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1491.392
"1717","NCG07",12.3,"Low Fat",0.052458358,"Household",188.753,"OUT013",1987,"High","Tier 3","Supermarket Type1",3795.06
"1718","FDR46",16.85,"Low Fat",0.139985583,"Snack Foods",145.276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2490.092
"1719","FDP22",14.65,"Regular",0.099286298,"Snack Foods",49.8666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",563.9326
"1720","FDL45",15.6,"Low Fat",0.037680711,"Snack Foods",123.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3129.26
"1721","NCF42",17.35,"Low Fat",0.168064909,"Household",176.2712,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1230.3984
"1722","FDD04",16,"Low Fat",0.090111173,"Dairy",141.3154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3261.7542
"1723","FDC45",17,"Low Fat",0.136286138,"Fruits and Vegetables",170.9106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1197.7742
"1725","FDQ11",5.695,"Regular",0.067700925,"Breads",256.5988,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2055.9904
"1726","DRM48",15.2,"Low Fat",0.112896669,"Soft Drinks",36.0848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1193.1136
"1727","FDS12",9.1,"Low Fat",0.173973652,"Baking Goods",126.5362,"OUT013",1987,"High","Tier 3","Supermarket Type1",1761.7068
"1730","FDQ52",17,"Low Fat",0.119285634,"Frozen Foods",247.4434,"OUT013",1987,"High","Tier 3","Supermarket Type1",2980.1208
"1732","FDE32",20.7,"Low Fat",0.04875891,"Fruits and Vegetables",37.3506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",834.9132
"1733","FDJ58",15.6,"Regular",0.105276162,"Snack Foods",173.2764,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3779.0808
"1735","NCM18",13,"Low Fat",0.082970667,"Household",60.0194,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1114.5492
"1737","FDT26",18.85,"Regular",0.067953506,"Dairy",119.044,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88
"1738","DRD60",15.7,"Low Fat",0.03722507,"Soft Drinks",182.4634,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1999.3974
"1739","NCR18",15.85,"Low Fat",0.020487625,"Household",44.0112,"OUT046",1997,"Small","Tier 1","Supermarket Type1",468.7232
"1740","FDO27",6.175,"Regular",0.179077475,"Meat",94.3752,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1342.2528
"1742","FDQ51",16,"Regular",0.017547958,"Meat",48.3718,"OUT035",2004,"Small","Tier 2","Supermarket Type1",614.5334
"1746","FDO09",13.5,"Regular",0.125170423,"Snack Foods",261.491,"OUT013",1987,"High","Tier 3","Supermarket Type1",3418.883
"1747","FDP38",10.1,"Low Fat",0.032152004,"Canned",50.6008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",404.8064
"1750","FDJ55",12.8,"Regular",0.023526504,"Meat",223.5404,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5626.01
"1751","NCF06",6.235,"Low Fat",0.020229757,"Household",260.8962,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5956.9126
"1754","FDT24",12.35,"Regular",0.18614827,"Baking Goods",78.2328,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1158.492
"1756","FDU55",16.2,"Low Fat",0.036057562,"Fruits and Vegetables",260.3278,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2342.9502
"1758","FDS11",7.05,"Regular",0.055558509,"Breads",224.7088,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3131.9232
"1760","FDR59",14.5,"Regular",0.063863551,"Breads",262.3594,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4448.2098
"1762","FDP19",11.5,"Low Fat",0,"Fruits and Vegetables",128.4652,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2841.6344
"1763","DRN47",12.1,"Low Fat",0.016852909,"Hard Drinks",180.666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2876.256
"1764","FDJ34",11.8,"Regular",0.094037241,"Snack Foods",124.5704,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1001.3632
"1765","FDX21",7.05,"Low Fat",0.085312137,"Snack Foods",107.4912,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",982.7208
"1767","NCI42",18.75,"Low Fat",0.010365546,"Household",207.0954,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3125.931
"1769","FDX37",16.2,"Low Fat",0,"Canned",100.57,"OUT013",1987,"High","Tier 3","Supermarket Type1",1398.18
"1770","FDW57",8.31,"Regular",0.116148596,"Snack Foods",176.0028,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4427.57
"1772","FDD09",13.5,"Low Fat",0.021496403,"Fruits and Vegetables",180.5976,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3078.6592
"1773","FDM09",11.15,"Regular",0.085931544,"Snack Foods",169.679,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1018.674
"1774","NCW54",7.5,"Low Fat",0.096806008,"Household",56.2588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",687.1056
"1776","FDJ58",15.6,"Regular",0.105725004,"Snack Foods",169.9764,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2748.4224
"1779","FDL34",16,"Low Fat",0.040938155,"Snack Foods",141.1496,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4516.7872
"1781","DRL11",10.5,"Low Fat",0.048213766,"Hard Drinks",159.6946,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3629.2758
"1782","FDO40",17.1,"Low Fat",0.032761024,"Frozen Foods",148.8392,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2087.9488
"1784","FDM52",15.1,"Low Fat",0.025988508,"Frozen Foods",146.6076,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2364.9216
"1786","FDV49",10,"Low Fat",0.025932408,"Canned",264.7226,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3171.8712
"1788","FDF56",16.7,"Regular",0.119439636,"Fruits and Vegetables",182.1976,"OUT035",2004,"Small","Tier 2","Supermarket Type1",724.3904
"1791","FDY55",16.75,"Low Fat",0.081304829,"Fruits and Vegetables",258.4988,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4111.9808
"1793","NCR06",12.5,"Low Fat",0.006775667,"Household",42.9112,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1022.6688
"1794","FDW24",6.8,"Low Fat",0.03749705,"Baking Goods",49.9034,"OUT046",1997,"Small","Tier 1","Supermarket Type1",194.4136
"1795","FDF16",7.3,"Low Fat",0.086060695,"Frozen Foods",149.8076,"OUT013",1987,"High","Tier 3","Supermarket Type1",2808.3444
"1796","NCR18",15.85,"Low Fat",0.020519478,"Household",42.5112,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",852.224
"1797","DRD01",12.1,"Regular",0.061163967,"Soft Drinks",56.5614,"OUT035",2004,"Small","Tier 2","Supermarket Type1",828.921
"1799","FDT19",7.59,"Regular",0.14492016,"Fruits and Vegetables",174.708,"OUT013",1987,"High","Tier 3","Supermarket Type1",2942.836
"1800","FDE59",12.15,"Low Fat",0.062235983,"Starchy Foods",34.5532,"OUT013",1987,"High","Tier 3","Supermarket Type1",359.532
"1802","NCV17",18.85,"Low Fat",0.016104504,"Health and Hygiene",130.2626,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2360.9268
"1803","FDC17",12.15,"Low Fat",0.01544786,"Frozen Foods",211.2928,"OUT013",1987,"High","Tier 3","Supermarket Type1",2735.1064
"1804","FDI45",13.1,"Low Fat",0.037574137,"Fruits and Vegetables",174.2054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3677.2134
"1807","FDN25",7.895,"Regular",0.061124626,"Breakfast",58.5588,"OUT013",1987,"High","Tier 3","Supermarket Type1",171.7764
"1809","FDQ22",16.75,"Low Fat",0.029785889,"Snack Foods",38.9822,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",628.5152
"1810","NCR54",16.35,"Low Fat",0,"Household",198.211,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2946.165
"1811","DRK11",8.21,"Low Fat",0.010762387,"Hard Drinks",149.5392,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1789.6704
"1813","FDX37",16.2,"Low Fat",0.063127333,"Canned",100.47,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1597.92
"1814","FDF05",17.5,"Low Fat",0.02687089,"Frozen Foods",264.491,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3681.874
"1816","FDI04",13.65,"Regular",0.072898645,"Frozen Foods",198.1426,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1977.426
"1818","FDU38",10.8,"Low Fat",0.082534287,"Dairy",191.1504,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4410.2592
"1819","FDY28",7.47,"Regular",0.152024355,"Frozen Foods",211.8218,"OUT013",1987,"High","Tier 3","Supermarket Type1",1496.0526
"1820","FDP20",19.85,"Low Fat",0.045669236,"Fruits and Vegetables",126.402,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1012.016
"1822","FDR45",10.8,"Low Fat",0.028988288,"Snack Foods",239.2222,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6692.6216
"1823","NCC42",15,"Low Fat",0.044908404,"Health and Hygiene",140.2838,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1404.838
"1827","FDC41",15.6,"Low Fat",0.117095014,"Frozen Foods",78.067,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1148.505
"1831","FDW35",10.6,"Low Fat",0.011087128,"Breads",41.4454,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1468.089
"1832","FDX32",15.1,"Regular",0.099839365,"Fruits and Vegetables",143.3786,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1733.7432
"1833","FDK40",7.035,"Low Fat",0.021938404,"Frozen Foods",264.691,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5785.802
"1835","FDP28",13.65,"Regular",0.080640478,"Frozen Foods",262.6936,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4175.8976
"1836","NCL42",18.85,"Low Fat",0.040338009,"Household",246.7144,"OUT013",1987,"High","Tier 3","Supermarket Type1",6615.3888
"1837","DRB13",6.115,"Regular",0.007043008,"Soft Drinks",190.353,"OUT035",2004,"Small","Tier 2","Supermarket Type1",569.259
"1838","FDC33",8.96,"Regular",0.069219165,"Fruits and Vegetables",196.5768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2759.0752
"1839","FDO58",19.6,"Low Fat",0.039569689,"Snack Foods",165.9526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2631.2416
"1841","NCE19",8.97,"Low Fat",0.09301462,"Household",52.7956,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1037.3164
"1843","FDF52",9.3,"Low Fat",0.066887123,"Frozen Foods",183.9292,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3283.7256
"1844","FDY04",17.7,"Regular",0.042468413,"Frozen Foods",162.421,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1468.089
"1845","DRF49",7.27,"Low Fat",0.071188446,"Soft Drinks",111.9518,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1138.518
"1847","FDV28",16.1,"Regular",0.159595473,"Frozen Foods",32.8558,"OUT013",1987,"High","Tier 3","Supermarket Type1",339.558
"1849","FDQ37",20.75,"Low Fat",0.089186387,"Breakfast",193.3478,"OUT013",1987,"High","Tier 3","Supermarket Type1",6006.1818
"1850","NCG30",20.2,"Low Fat",0.112321218,"Household",123.6046,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2988.1104
"1853","FDG57",14.7,"Low Fat",0.072592873,"Fruits and Vegetables",48.5034,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",874.8612
"1854","FDU60",20,"Regular",0.059889718,"Baking Goods",168.5132,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2874.9244
"1857","FDB12",11.15,"Regular",0.105736638,"Baking Goods",104.4648,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2181.1608
"1858","FDD53",16.2,"Low Fat",0.044291251,"Frozen Foods",43.3454,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",503.3448
"1859","FDI44",16.1,"Low Fat",0.100388706,"Fruits and Vegetables",76.0328,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1853.5872
"1861","FDA01",15,"Regular",0.054599767,"Canned",59.4904,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",644.4944
"1862","FDG47",12.8,"Low Fat",0.069560905,"Starchy Foods",263.0252,"OUT013",1987,"High","Tier 3","Supermarket Type1",2885.5772
"1863","FDT40",5.985,"Low Fat",0,"Frozen Foods",125.2678,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1017.3424
"1864","FDU20",19.35,"Regular",0.021453493,"Fruits and Vegetables",120.3098,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2530.7058
"1865","NCP41",16.6,"Low Fat",0.016276741,"Health and Hygiene",109.8596,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1617.894
"1867","FDN31",11.5,"Low Fat",0.072994847,"Fruits and Vegetables",189.253,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1328.271
"1869","FDS01",11.6,"Low Fat",0.017744999,"Canned",177.9686,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1244.3802
"1872","FDJ28",12.3,"Low Fat",0.021860985,"Frozen Foods",193.3162,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3078.6592
"1873","DRF36",16.1,"Low Fat",0.023577298,"Soft Drinks",192.6846,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2866.269
"1875","NCY54",8.43,"Low Fat",0.177971115,"Household",174.0422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2069.3064
"1877","DRA59",8.27,"Regular",0.127927931,"Soft Drinks",184.8924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4442.2176
"1882","NCN19",13.1,"Low Fat",0.012089479,"Others",189.853,"OUT013",1987,"High","Tier 3","Supermarket Type1",3415.554
"1884","DRH59",10.8,"Low Fat",0.05843345,"Hard Drinks",74.738,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1025.332
"1885","FDH09",12.6,"Low Fat",0.05606697,"Seafood",50.7982,"OUT035",2004,"Small","Tier 2","Supermarket Type1",473.3838
"1886","NCK54",12.15,"Low Fat",0.029569276,"Household",115.015,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2912.875
"1893","FDA56",9.21,"Low Fat",0.008778413,"Fruits and Vegetables",122.4414,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1583.9382
"1894","FDM33",15.6,"Low Fat",0,"Snack Foods",220.4798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",661.1394
"1895","FDP04",15.35,"Low Fat",0.013834247,"Frozen Foods",62.7168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",958.752
"1898","NCA53",11.395,"Low Fat",0.009893817,"Health and Hygiene",50.3034,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",972.068
"1899","FDL20",17.1,"Low Fat",0,"Fruits and Vegetables",111.9886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3002.0922
"1900","FDT26",18.85,"Regular",0.067940657,"Dairy",119.044,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1198.44
"1901","NCZ06",19.6,"Low Fat",0.094161662,"Household",251.9698,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4566.0564
"1904","FDS56",5.785,"Regular",0.038756864,"Fruits and Vegetables",260.7252,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6033.4796
"1905","FDT07",5.82,"Regular",0.077254736,"Fruits and Vegetables",257.633,"OUT013",1987,"High","Tier 3","Supermarket Type1",1537.998
"1906","FDT58",9,"Low Fat",0.08630486,"Snack Foods",168.0816,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2181.1608
"1908","FDN25",7.895,"Regular",0.061163967,"Breakfast",59.2588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",801.6232
"1910","FDA38",5.44,"Low Fat",0.025519534,"Dairy",238.7538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3605.307
"1911","FDM56",16.7,"Low Fat",0.070133177,"Fruits and Vegetables",109.8912,"OUT013",1987,"High","Tier 3","Supermarket Type1",873.5296
"1912","NCI43",19.85,"Low Fat",0.025947095,"Household",46.9376,"OUT013",1987,"High","Tier 3","Supermarket Type1",575.2512
"1916","NCW18",15.1,"Low Fat",0.059417055,"Household",237.9248,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2133.2232
"1917","FDQ44",20.5,"Low Fat",0.036287517,"Fruits and Vegetables",121.2756,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2181.1608
"1919","DRB48",16.75,"Regular",0.024848788,"Soft Drinks",39.9822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",746.3618
"1920","FDQ34",10.85,"Low Fat",0.162903525,"Snack Foods",104.9622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1482.0708
"1924","FDK10",5.785,"Regular",0.040325274,"Snack Foods",180.466,"OUT013",1987,"High","Tier 3","Supermarket Type1",719.064
"1926","FDP25",15.2,"Low Fat",0.021203509,"Canned",216.3824,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6114.7072
"1927","FDC05",13.1,"Regular",0.098765906,"Frozen Foods",196.3768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2167.8448
"1928","FDA39",6.32,"Low Fat",0.012707362,"Meat",41.0822,"OUT013",1987,"High","Tier 3","Supermarket Type1",942.7728
"1929","FDZ10",17.85,"Low Fat",0.04442649,"Snack Foods",124.902,"OUT013",1987,"High","Tier 3","Supermarket Type1",1897.53
"1931","DRD24",13.85,"Low Fat",0.030769458,"Soft Drinks",141.7154,"OUT013",1987,"High","Tier 3","Supermarket Type1",2978.1234
"1932","DRG48",5.78,"Low Fat",0.014614357,"Soft Drinks",147.3102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2332.9632
"1935","NCH43",8.42,"Low Fat",0.070555571,"Household",216.0192,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2372.9112
"1939","FDO22",13.5,"Regular",0.017844609,"Snack Foods",81.396,"OUT013",1987,"High","Tier 3","Supermarket Type1",1198.44
